Terms,co-occurrence_counts
fund - black,1
fund - agrarian,2
fund - work,1
fund - restor,1
fund - land,1
fund - ownership,1
fund - boost,2
work - ancestri,1
work - initi,1
work - black,1
work - agrarian,1
work - fund,1
work - restor,1
work - land,1
work - ownership,1
work - boost,1
restor - initi,1
restor - black,1
restor - agrarian,1
restor - fund,1
restor - work,1
restor - land,1
restor - ownership,1
restor - boost,1
restor - food,1
restor - fiber,1
land - black,2
land - agrarian,1
land - fund,1
land - work,1
land - restor,1
land - ownership,1
land - boost,1
land - food,3
land - fiber,1
land - economi,1
ownership - agrarian,1
ownership - fund,1
ownership - work,1
ownership - restor,1
ownership - land,1
ownership - boost,1
ownership - food,1
ownership - fiber,1
ownership - economi,1
ownership - across,1
boost - fund,2
boost - work,1
boost - restor,1
boost - land,1
boost - ownership,1
boost - food,1
boost - fiber,1
boost - economi,1
boost - across,1
boost - south,1
food - restor,1
food - land,3
food - ownership,1
food - boost,1
food - fiber,1
food - across,3
food - south,1
food - connect,2
fiber - restor,1
fiber - land,1
fiber - ownership,1
fiber - boost,1
fiber - food,1
fiber - economi,1
fiber - across,1
fiber - south,1
fiber - connect,1
fiber - peopl,1
economi - land,1
economi - ownership,1
economi - boost,1
economi - fiber,1
economi - across,1
economi - south,1
economi - connect,1
economi - peopl,1
economi - financ,1
across - ownership,1
across - boost,1
across - food,3
across - fiber,1
across - economi,1
across - south,1
across - connect,2
across - peopl,2
across - financ,1
across - resourc,1
south - boost,1
south - food,1
south - fiber,1
south - economi,1
south - across,1
south - connect,1
south - peopl,1
south - financ,1
south - resourc,1
south - black,1
connect - food,2
connect - fiber,1
connect - economi,1
connect - across,2
connect - south,1
connect - peopl,3
connect - financ,1
connect - resourc,1
connect - black,1
connect - belt,1
peopl - fiber,1
peopl - economi,1
peopl - across,2
peopl - south,1
peopl - connect,3
peopl - financ,1
peopl - resourc,2
peopl - black,1
peopl - belt,1
peopl - justic,1
financ - economi,1
financ - across,1
financ - south,1
financ - connect,1
financ - peopl,1
financ - resourc,1
financ - black,1
financ - belt,1
financ - justic,1
financ - center—and,1
resourc - across,1
resourc - south,1
resourc - connect,1
resourc - peopl,2
resourc - financ,1
resourc - black,1
resourc - belt,1
resourc - justic,1
resourc - center—and,1
resourc - traci,1
black - south,1
black - connect,1
black - peopl,1
black - financ,1
black - resourc,1
black - belt,2
black - justic,2
black - center—and,1
black - traci,2
black - lloyd,2
belt - connect,1
belt - peopl,1
belt - financ,1
belt - resourc,1
belt - black,2
belt - justic,2
belt - center—and,1
belt - traci,2
belt - lloyd,2
belt - mccurti,2
justic - peopl,1
justic - financ,1
justic - resourc,1
justic - black,2
justic - belt,2
justic - center—and,1
justic - traci,1
justic - lloyd,2
justic - mccurti,2
"justic - ,",4
center—and - financ,1
center—and - resourc,1
center—and - black,1
center—and - belt,1
center—and - justic,1
center—and - traci,1
center—and - lloyd,1
center—and - mccurti,1
"center—and - ,",1
center—and - center,1
traci - resourc,1
traci - black,2
traci - belt,2
traci - justic,1
traci - center—and,1
traci - lloyd,2
traci - mccurti,2
"traci - ,",3
traci - center,1
traci - ’,1
lloyd - black,2
lloyd - belt,2
lloyd - justic,2
lloyd - center—and,1
lloyd - traci,2
lloyd - mccurti,2
"lloyd - ,",3
lloyd - center,1
lloyd - ’,1
lloyd - execut,1
mccurti - belt,2
mccurti - justic,2
mccurti - center—and,1
mccurti - traci,2
mccurti - lloyd,2
"mccurti - ,",2
mccurti - center,2
mccurti - ’,1
mccurti - execut,1
mccurti - director,1
", - justic",4
", - center—and",1
", - traci",3
", - lloyd",3
", - mccurti",2
", - center",16
", - execut",8
", - director",6
center - center—and,1
center - traci,1
center - lloyd,1
center - mccurti,2
"center - ,",16
center - ’,4
center - execut,1
center - director,1
center - summit,1
’ - traci,1
’ - lloyd,1
’ - mccurti,1
’ - center,4
’ - execut,1
’ - director,1
execut - lloyd,1
execut - mccurti,1
"execut - ,",8
execut - center,1
execut - ’,1
execut - director,3
execut - summit,2
execut - .,3
execut - wholesom,1
director - mccurti,1
"director - ,",6
director - center,1
director - ’,1
director - execut,3
director - summit,2
director - .,2
director - wholesom,1
director - wave,1
", - wholesom",3
", - wave",4
", - georgia",5
summit - center,1
summit - execut,2
summit - director,2
summit - .,5
summit - wholesom,1
summit - wave,1
summit - georgia,1
summit - work,1
. - execut,3
. - director,2
. - summit,5
. - wholesom,2
. - wave,2
. - georgia,2
. - increa,13
wholesom - execut,1
wholesom - director,1
"wholesom - ,",3
wholesom - summit,1
wholesom - .,2
wholesom - wave,3
wholesom - georgia,3
wholesom - work,1
wholesom - increa,1
wholesom - access,1
wave - director,1
"wave - ,",4
wave - summit,1
wave - .,2
wave - wholesom,3
wave - georgia,3
wave - work,1
wave - increa,1
wave - access,1
wave - nutriti,1
"georgia - ,",5
georgia - summit,1
georgia - .,2
georgia - wholesom,3
georgia - wave,3
georgia - work,1
georgia - increa,1
georgia - access,1
georgia - nutriti,1
georgia - food,2
work - summit,1
work - wholesom,1
work - wave,1
work - georgia,1
work - increa,1
work - access,1
work - nutriti,1
work - option,3
increa - .,13
increa - wholesom,1
increa - wave,1
increa - georgia,1
increa - work,1
increa - access,1
increa - nutriti,1
increa - food,1
increa - option,1
increa - help,1
access - wholesom,1
access - wave,1
access - georgia,1
access - work,1
access - increa,1
access - nutriti,1
access - option,1
access - help,2
nutriti - wave,1
nutriti - georgia,1
nutriti - work,1
nutriti - increa,1
nutriti - access,1
nutriti - food,5
nutriti - option,1
nutriti - help,1
nutriti - folk,1
nutriti - enrol,1
food - georgia,2
food - increa,1
food - nutriti,5
food - option,1
food - help,3
food - folk,1
food - enrol,1
food - assist,2
option - work,3
option - increa,1
option - access,1
option - nutriti,1
option - food,1
option - help,2
option - folk,1
option - enrol,1
option - assist,1
option - programs—and,1
help - increa,1
help - access,2
help - nutriti,1
help - food,3
help - option,2
help - folk,1
help - enrol,1
help - assist,1
help - programs—and,1
help - seller,1
folk - nutriti,1
folk - food,1
folk - option,1
folk - help,1
folk - enrol,1
folk - assist,1
folk - programs—and,1
folk - seller,1
enrol - nutriti,1
enrol - food,1
enrol - option,1
enrol - help,1
enrol - folk,1
enrol - assist,1
enrol - programs—and,1
enrol - seller,1
"enrol - ,",1
enrol - execut,1
assist - food,2
assist - option,1
assist - help,1
assist - folk,1
assist - enrol,1
assist - programs—and,1
assist - seller,1
"assist - ,",4
assist - execut,1
assist - director,1
programs—and - option,1
programs—and - help,1
programs—and - folk,1
programs—and - enrol,1
programs—and - assist,1
programs—and - seller,1
"programs—and - ,",2
programs—and - execut,1
programs—and - director,1
seller - help,1
seller - folk,1
seller - enrol,1
seller - assist,1
seller - programs—and,1
"seller - ,",4
seller - execut,1
seller - director,1
seller - summit,1
", - enrol",1
", - assist",4
", - programs—and",2
", - seller",4
execut - enrol,1
execut - assist,1
execut - programs—and,1
execut - seller,1
execut - save,1
director - assist,1
director - programs—and,1
director - seller,1
director - save,1
director - legaci,1
", - save",12
", - legaci",3
", - ourself",3
summit - seller,1
summit - save,1
summit - legaci,1
summit - ourself,1
. - save,14
. - legaci,1
. - ourself,1
. - solo,1
save - execut,1
save - director,1
"save - ,",12
save - summit,1
save - .,14
save - legaci,2
save - ourself,2
save - solo,2
legaci - director,1
"legaci - ,",3
legaci - summit,1
legaci - .,1
legaci - save,2
legaci - ourself,2
legaci - solo,2
legaci - work,1
"ourself - ,",3
ourself - summit,1
ourself - .,1
ourself - save,2
ourself - legaci,2
ourself - solo,2
ourself - work,1
ourself - uplift,1
", - solo",4
", - uplift",2
", - heirloom",2
solo - .,1
solo - save,2
solo - legaci,2
solo - ourself,2
"solo - ,",4
solo - work,1
solo - uplift,1
solo - heirloom,1
solo - crop,1
", - crop",30
", - preserv",9
work - legaci,1
work - ourself,1
work - solo,1
work - uplift,1
work - heirloom,1
work - crop,1
work - preserv,2
work - heritag,1
uplift - ourself,1
"uplift - ,",2
uplift - solo,1
uplift - work,1
uplift - heirloom,1
uplift - crop,1
uplift - preserv,1
uplift - heritag,1
uplift - saltwat,1
"heirloom - ,",2
heirloom - solo,1
heirloom - work,1
heirloom - uplift,1
heirloom - crop,1
heirloom - preserv,2
heirloom - heritag,1
heirloom - saltwat,1
heirloom - geech,1
crop - solo,1
"crop - ,",30
crop - work,1
crop - uplift,1
crop - heirloom,1
crop - preserv,1
crop - heritag,1
crop - saltwat,1
crop - geech,1
crop - people—and,1
"preserv - ,",9
preserv - work,2
preserv - uplift,1
preserv - heirloom,2
preserv - crop,1
preserv - heritag,2
preserv - saltwat,1
preserv - geech,1
preserv - people—and,1
preserv - mauric,1
heritag - work,1
heritag - uplift,1
heritag - heirloom,1
heritag - crop,1
heritag - preserv,2
heritag - saltwat,1
heritag - geech,1
heritag - people—and,1
heritag - mauric,1
heritag - bailey,1
saltwat - uplift,1
saltwat - heirloom,1
saltwat - crop,1
saltwat - preserv,1
saltwat - heritag,1
saltwat - geech,1
saltwat - people—and,1
saltwat - mauric,1
saltwat - bailey,1
"saltwat - ,",1
geech - heirloom,1
geech - crop,1
geech - preserv,1
geech - heritag,1
geech - saltwat,1
geech - people—and,1
geech - mauric,1
geech - bailey,1
"geech - ,",1
geech - organ,1
people—and - crop,1
people—and - preserv,1
people—and - heritag,1
people—and - saltwat,1
people—and - geech,1
people—and - mauric,1
people—and - bailey,1
"people—and - ,",1
people—and - organ,1
people—and - ’,1
mauric - preserv,1
mauric - heritag,1
mauric - saltwat,1
mauric - geech,1
mauric - people—and,1
mauric - bailey,2
"mauric - ,",2
mauric - organ,1
mauric - ’,2
mauric - presid,1
bailey - heritag,1
bailey - saltwat,1
bailey - geech,1
bailey - people—and,1
bailey - mauric,2
"bailey - ,",3
bailey - organ,1
bailey - ’,2
bailey - presid,1
", - saltwat",1
", - geech",1
", - people—and",1
", - mauric",2
", - bailey",3
", - presid",6
organ - geech,1
organ - people—and,1
organ - mauric,1
organ - bailey,1
organ - ’,3
organ - presid,1
organ - summit,1
’ - people—and,1
’ - mauric,2
’ - bailey,2
’ - organ,3
’ - presid,1
’ - diver,2
presid - mauric,1
presid - bailey,1
"presid - ,",6
presid - organ,1
presid - ’,1
presid - summit,1
presid - .,1
presid - diver,1
presid - dietet,1
", - diver",5
", - dietet",4
", - foster",1
summit - organ,1
summit - presid,1
summit - diver,1
summit - dietet,1
summit - foster,1
summit - collabor,1
. - presid,1
. - diver,2
. - dietet,1
. - foster,1
. - collabor,3
diver - ’,2
diver - presid,1
"diver - ,",5
diver - summit,1
diver - .,2
diver - dietet,3
diver - foster,2
diver - collabor,2
diver - build,2
diver - diver,2
dietet - presid,1
"dietet - ,",4
dietet - summit,1
dietet - .,1
dietet - diver,3
dietet - foster,1
dietet - collabor,1
dietet - build,1
dietet - field,1
"foster - ,",1
foster - summit,1
foster - .,1
foster - diver,2
foster - dietet,1
foster - collabor,1
foster - build,1
foster - field,1
foster - nutritionist,1
collabor - summit,1
collabor - .,3
collabor - diver,2
collabor - dietet,1
collabor - foster,1
collabor - build,1
collabor - field,1
collabor - nutritionist,1
collabor - dietitians—and,1
build - diver,2
build - dietet,1
build - foster,1
build - collabor,1
build - field,1
build - nutritionist,1
build - dietitians—and,1
build - co-found,1
diver - field,1
diver - nutritionist,1
diver - dietitians—and,1
diver - co-found,1
diver - execut,1
field - dietet,1
field - foster,1
field - collabor,1
field - build,1
field - diver,1
field - nutritionist,1
field - dietitians—and,1
field - co-found,1
field - execut,1
field - director,1
nutritionist - foster,1
nutritionist - collabor,1
nutritionist - build,1
nutritionist - diver,1
nutritionist - field,1
nutritionist - dietitians—and,1
nutritionist - co-found,1
nutritionist - execut,1
nutritionist - director,1
"nutritionist - ,",1
dietitians—and - collabor,1
dietitians—and - build,1
dietitians—and - diver,1
dietitians—and - field,1
dietitians—and - nutritionist,1
dietitians—and - co-found,1
dietitians—and - execut,1
dietitians—and - director,1
"dietitians—and - ,",1
dietitians—and - tamara,1
co-found - build,1
co-found - diver,1
co-found - field,1
co-found - nutritionist,1
co-found - dietitians—and,1
co-found - execut,1
co-found - director,1
"co-found - ,",4
co-found - tamara,1
co-found - melton,1
execut - diver,1
execut - field,1
execut - nutritionist,1
execut - dietitians—and,1
execut - co-found,1
execut - tamara,1
execut - melton,1
director - field,1
director - nutritionist,1
director - dietitians—and,1
director - co-found,1
director - tamara,1
director - melton,1
director - rdn,1
", - nutritionist",1
", - dietitians—and",1
", - co-found",4
", - tamara",5
", - melton",4
", - rdn",3
tamara - dietitians—and,1
tamara - co-found,1
tamara - execut,1
tamara - director,1
"tamara - ,",5
tamara - melton,2
tamara - rdn,1
tamara - summit,1
melton - co-found,1
melton - execut,1
melton - director,1
"melton - ,",4
melton - tamara,2
melton - rdn,1
melton - summit,1
melton - .,1
rdn - director,1
"rdn - ,",3
rdn - tamara,1
rdn - melton,1
rdn - summit,1
rdn - .,1
rdn - mani,1
rdn - amaz,1
", - amaz",7
summit - tamara,1
summit - melton,1
summit - rdn,1
summit - mani,1
summit - amaz,1
summit - food,2
summit - system,1
. - melton,1
. - rdn,1
. - amaz,4
mani - rdn,1
mani - summit,1
mani - amaz,3
amaz - rdn,1
"amaz - ,",7
amaz - summit,1
amaz - .,4
amaz - mani,3
amaz - food,3
amaz - system,1
amaz - leader,1
amaz - farmer,1
food - summit,2
food - amaz,3
food - leader,2
food - farmer,2
system - summit,1
system - amaz,1
system - leader,1
system - farmer,1
system - research,1
leader - amaz,1
leader - food,2
leader - system,1
leader - farmer,1
leader - research,1
", - farmer",9
", - research",18
", - scientist",7
farmer - amaz,1
farmer - food,2
farmer - system,1
farmer - leader,1
"farmer - ,",9
farmer - research,1
farmer - scientist,1
", - journalist",5
research - system,1
research - leader,1
"research - ,",18
research - farmer,1
research - scientist,1
research - journalist,1
", - lawmak",5
"scientist - ,",7
scientist - farmer,1
scientist - research,1
scientist - journalist,1
scientist - lawmak,1
"journalist - ,",5
journalist - research,1
journalist - scientist,1
journalist - lawmak,1
journalist - food,1
journalist - bank,1
", - bank",12
"lawmak - ,",5
lawmak - scientist,1
lawmak - journalist,1
lawmak - food,1
lawmak - bank,1
lawmak - leader,1
food - journalist,1
food - lawmak,1
food - bank,3
food - join,3
bank - journalist,1
"bank - ,",12
bank - lawmak,1
bank - food,3
bank - leader,1
bank - join,1
bank - us,1
leader - lawmak,1
leader - bank,1
leader - join,1
leader - us,1
leader - empow,1
", - join",5
", - us",28
", - empow",9
join - food,3
join - bank,1
join - leader,1
"join - ,",5
join - us,5
join - empow,1
join - eater,1
join - summit,1
join - next,1
us - bank,1
us - leader,1
"us - ,",28
us - join,5
us - empow,1
us - eater,1
us - summit,1
us - next,2
us - sunday,2
empow - leader,1
"empow - ,",9
empow - join,1
empow - us,1
empow - eater,3
empow - summit,1
empow - next,1
empow - sunday,1
eater - join,1
eater - us,1
eater - empow,3
eater - summit,1
eater - next,1
eater - sunday,1
eater - april,1
summit - join,1
summit - us,1
summit - empow,1
summit - eater,1
next - join,1
next - us,2
next - empow,1
next - eater,1
next - 14,1
next - .,29
sunday - us,2
sunday - empow,1
sunday - eater,1
sunday - .,1
sunday - hope,1
april - eater,1
april - .,7
april - hope,1
april - ’,1
april - join,1
14 - next,1
14 - .,1
14 - hope,1
14 - ’,1
14 - join,1
14 - us,1
. - next,29
. - sunday,1
. - april,7
. - 14,1
. - join,5
. - us,21
hope - sunday,1
hope - april,1
hope - 14,1
hope - join,1
hope - us,1
’ - april,1
’ - 14,1
’ - join,2
’ - us,6
’ - event,3
join - april,1
join - 14,1
join - .,5
join - hope,1
join - ’,2
join - event,1
join - complet,1
us - 14,1
us - .,21
us - hope,1
us - ’,6
us - event,1
us - complet,1
us - free,2
", - event",14
", - complet",15
. - event,8
. - complet,15
. - public,5
event - ’,3
event - join,1
event - us,1
"event - ,",14
event - .,8
event - complet,1
event - free,1
event - open,1
event - public,1
complet - join,1
complet - us,1
"complet - ,",15
complet - .,15
complet - event,1
complet - free,1
complet - open,1
complet - public,1
complet - whether,2
free - us,2
free - event,1
free - complet,1
free - open,1
free - public,1
free - whether,1
free - in-person,1
open - event,1
open - complet,1
open - free,1
open - public,1
open - whether,1
open - in-person,1
open - via,1
public - .,5
public - event,1
public - complet,1
public - free,1
public - open,1
"public - ,",5
public - whether,1
public - in-person,1
public - via,1
public - livestream,1
", - public",5
", - whether",16
", - in-person",1
